,feature,mutual_info
0,marketing_emails_opened,0.01463240528865839
1,support_calls,0.013487374482421544
2,late_payments,0.00968840186676534
3,complaints_last_3m,0.007289151205490674
4,active_days_last_month,0.005722816004113174
5,tenure_months,0.002901585542560925
6,age,0.0028880349278603834
7,usage_minutes,0.0005572125310384646
8,monthly_charges,0.0002615685494538056
